Best_overall,Overall_rating,Potential,Age,Value
54,54,67,19,220000.0
56,53,66,20,230000.0
56,54,65,18,230000.0
54,54,62,23,210000.0
52,52,59,17,120000.0
64,61,68,24,650000.0
56,56,65,22,275000.0
58,58,71,19,475000.0
57,57,68,18,325000.0
55,55,69,17,250000.0
65,61,74,20,800000.0
62,60,76,17,625000.0
57,54,64,21,240000.0
58,55,69,20,300000.0
61,60,69,19,525000.0
56,50,67,17,120000.0
62,60,74,18,575000.0
56,52,60,19,170000.0
55,54,70,17,250000.0
60,58,75,17,500000.0
61,58,68,19,450000.0
63,63,73,20,1000000.0
61,61,71,19,675000.0
53,52,62,22,180000.0
55,53,57,23,140000.0
62,61,65,23,425000.0
60,59,72,18,500000.0
61,61,64,24,350000.0
59,58,71,17,475000.0
59,57,74,18,400000.0
50,47,60,20,110000.0
63,61,80,17,825000.0
61,60,75,20,575000.0
61,59,72,18,500000.0
59,59,69,19,475000.0
62,62,76,20,850000.0
68,67,74,23,2000000.0
59,57,71,20,375000.0
51,51,60,22,110000.0
65,64,70,21,875000.0
60,60,79,17,550000.0
61,60,61,26,300000.0
63,60,71,20,550000.0
56,54,65,19,230000.0
66,66,70,27,900000.0
70,67,73,24,1600000.0
70,68,77,22,2700000.0
65,63,68,23,725000.0
63,61,73,21,800000.0
55,54,68,18,250000.0
62,62,63,25,475000.0
68,65,69,21,1000000.0
55,54,66,19,250000.0
57,56,69,19,350000.0
58,58,73,20,425000.0
59,57,70,21,400000.0
55,54,65,21,240000.0
61,59,74,21,525000.0
56,52,68,18,200000.0
52,51,62,19,130000.0
51,51,57,16,70000.0
61,61,61,27,350000.0
60,59,68,24,475000.0
56,56,60,25,180000.0
59,59,74,17,500000.0
68,66,74,21,1800000.0
53,50,69,17,120000.0
52,51,61,20,130000.0
54,53,64,21,210000.0
51,50,58,21,100000.0
51,51,63,22,130000.0
64,64,73,22,1300000.0
62,62,79,20,925000.0
56,55,66,18,275000.0
58,56,59,24,170000.0
57,53,68,20,220000.0
56,54,59,25,140000.0
59,58,67,20,450000.0
60,58,74,20,525000.0
59,59,75,19,575000.0
59,58,70,18,475000.0
55,52,65,18,170000.0
55,49,66,20,120000.0
66,65,65,33,350000.0
58,56,70,21,350000.0
61,57,70,17,375000.0
58,56,73,17,325000.0
63,61,70,20,675000.0
61,59,70,21,475000.0
54,53,65,18,220000.0
61,59,73,16,475000.0
58,57,71,18,350000.0
62,62,75,20,925000.0
64,62,79,20,975000.0
56,56,73,18,325000.0
63,59,75,18,575000.0
61,60,76,19,625000.0
58,58,58,25,230000.0
54,51,68,19,140000.0
59,57,72,21,375000.0
65,62,77,18,925000.0
65,63,69,25,675000.0
59,59,68,22,450000.0
57,56,64,21,300000.0
60,55,71,18,325000.0
64,63,75,20,1200000.0
53,49,59,18,100000.0
59,58,75,18,500000.0
59,55,75,17,350000.0
56,53,72,18,230000.0
65,64,64,28,600000.0
58,56,65,23,300000.0
62,62,71,21,775000.0
60,60,71,21,525000.0
59,59,71,20,525000.0
62,61,74,18,750000.0
62,60,74,21,600000.0
61,60,69,21,525000.0
57,57,70,21,350000.0
58,58,70,22,450000.0
58,58,69,21,400000.0
54,53,74,16,300000.0
58,54,68,20,250000.0
55,51,66,18,140000.0
60,57,72,18,375000.0
58,54,64,21,240000.0
62,62,69,19,650000.0
60,58,78,17,525000.0
68,67,77,21,2300000.0
63,63,77,19,1000000.0
58,56,64,20,300000.0
64,60,71,21,525000.0
63,61,77,17,825000.0
62,59,66,20,425000.0
54,54,71,18,250000.0
57,57,63,21,250000.0
62,58,76,18,525000.0
57,55,64,22,275000.0
60,58,74,17,500000.0
51,49,58,22,100000.0
54,54,70,18,250000.0
60,57,64,22,325000.0
56,54,64,19,220000.0
60,57,70,20,400000.0
54,50,70,18,130000.0
62,62,65,26,400000.0
59,58,66,20,450000.0
55,53,64,18,200000.0
62,62,74,20,925000.0
63,62,73,21,850000.0
65,63,70,23,950000.0
64,63,79,20,1300000.0
54,52,58,20,130000.0
53,50,66,19,120000.0
63,60,68,20,500000.0
56,55,62,18,240000.0
55,53,67,18,220000.0
55,55,69,20,275000.0
51,49,62,18,110000.0
58,56,67,21,325000.0
51,48,63,18,100000.0
51,51,56,20,70000.0
55,52,64,21,200000.0
57,53,73,18,250000.0
53,53,59,23,120000.0
61,60,70,22,550000.0
52,51,65,19,140000.0
54,52,67,17,180000.0
60,57,64,24,325000.0
60,58,70,22,475000.0
57,55,64,23,250000.0
55,54,69,17,250000.0
63,61,66,25,425000.0
65,65,68,26,850000.0
59,59,59,28,200000.0
54,52,55,21,100000.0
50,49,65,16,120000.0
50,48,53,21,70000.0
64,61,75,20,775000.0
52,50,73,16,140000.0
59,59,63,24,300000.0
60,59,68,23,475000.0
53,53,61,23,180000.0
57,54,66,18,250000.0
55,53,65,17,200000.0
56,52,67,19,190000.0
62,62,69,20,675000.0
55,53,73,16,240000.0
56,53,72,17,220000.0
52,50,60,20,100000.0
50,48,58,21,110000.0
50,50,67,18,100000.0
53,50,62,19,110000.0
59,54,64,20,240000.0
57,56,65,22,300000.0
62,62,72,18,800000.0
53,52,61,22,180000.0
64,62,66,23,575000.0
52,52,65,21,170000.0
70,70,79,20,3300000.0
62,60,66,19,375000.0
56,56,68,20,300000.0
60,60,63,25,300000.0
59,57,70,18,375000.0
54,54,64,19,220000.0
55,54,62,19,230000.0
67,66,74,23,1900000.0
60,57,64,21,325000.0
57,54,72,19,275000.0
63,62,82,18,1100000.0
64,62,71,18,825000.0
66,62,71,20,875000.0
60,60,75,17,475000.0
61,60,67,23,500000.0
58,56,78,18,425000.0
61,59,71,21,550000.0
63,61,71,17,675000.0
55,54,69,21,275000.0
60,60,76,19,575000.0
59,56,74,18,350000.0
63,63,71,21,1000000.0
57,55,71,19,325000.0
66,65,78,19,1600000.0
66,62,70,21,900000.0
56,56,72,19,325000.0
58,55,65,19,275000.0
56,54,72,19,275000.0
56,54,71,18,275000.0
63,62,66,26,500000.0
56,54,61,20,220000.0
55,54,72,19,275000.0
65,62,66,22,575000.0
61,61,77,19,825000.0
57,57,69,21,375000.0
55,52,69,16,200000.0
58,58,58,26,220000.0
55,55,67,17,250000.0
58,56,68,17,300000.0
51,48,58,20,100000.0
58,58,72,20,425000.0
57,57,71,18,325000.0
61,60,71,22,550000.0
61,59,68,20,500000.0
51,51,60,21,110000.0
59,54,67,20,250000.0
56,54,67,18,250000.0
55,55,70,18,250000.0
57,55,59,24,180000.0
61,59,68,18,475000.0
67,67,76,23,2300000.0
63,61,68,23,600000.0
63,62,72,21,850000.0
53,50,64,21,110000.0
60,58,64,23,325000.0
62,58,71,17,475000.0
58,58,65,20,375000.0
68,67,74,20,2000000.0
51,51,70,18,150000.0
56,54,74,18,300000.0
68,66,73,24,1600000.0
68,66,71,23,1200000.0
64,61,67,23,525000.0
52,52,52,31,70000.0
60,58,64,22,300000.0
62,62,70,22,850000.0
50,50,72,15,130000.0
64,62,80,16,1000000.0
55,52,64,18,180000.0
59,58,74,16,500000.0
62,62,68,20,575000.0
53,53,60,22,160000.0
63,62,71,23,875000.0
58,56,63,21,300000.0
64,62,67,24,600000.0
58,52,68,19,210000.0
58,55,57,26,160000.0
55,51,70,18,150000.0
65,64,72,23,1200000.0
66,63,73,22,1100000.0
56,53,63,19,200000.0
70,68,69,26,1400000.0
67,64,77,20,1400000.0
52,50,61,19,100000.0
57,54,67,20,250000.0
56,56,67,19,275000.0
64,62,75,18,875000.0
57,56,70,20,350000.0
59,59,65,20,325000.0
61,59,66,23,450000.0
65,63,72,20,1100000.0
57,57,67,20,350000.0
63,61,72,19,700000.0
63,60,72,18,575000.0
59,59,74,16,500000.0
60,59,60,28,210000.0
57,56,69,18,325000.0
61,58,64,23,325000.0
57,54,76,18,350000.0
63,61,73,17,700000.0
63,63,76,19,1100000.0
57,56,74,17,350000.0
60,59,69,20,500000.0
61,61,72,19,600000.0
59,57,57,30,140000.0
64,63,76,21,1100000.0
66,65,78,21,1800000.0
61,58,67,21,450000.0
52,52,63,18,140000.0
63,62,69,22,800000.0
68,68,76,21,2600000.0
56,54,69,17,230000.0
61,61,61,33,110000.0
58,58,67,21,400000.0
60,57,68,22,375000.0
57,55,67,21,300000.0
57,57,69,20,375000.0
52,50,58,21,100000.0
67,64,68,24,850000.0
59,55,64,20,275000.0
55,52,59,23,160000.0
58,55,69,18,300000.0
54,54,66,20,250000.0
53,53,69,17,210000.0
53,53,63,20,200000.0
62,59,71,19,525000.0
58,56,65,18,300000.0
60,58,69,22,450000.0
61,55,68,19,300000.0
57,54,67,19,250000.0
60,56,69,20,350000.0
49,49,64,16,90000.0
62,61,82,17,1000000.0
51,49,65,18,120000.0
59,59,69,18,400000.0
57,55,65,19,250000.0
56,54,68,20,250000.0
58,56,65,19,300000.0
58,57,69,20,375000.0
56,54,69,19,250000.0
55,52,67,18,180000.0
64,60,76,18,625000.0
61,57,66,21,375000.0
58,58,62,27,210000.0
60,59,67,21,500000.0
56,56,64,21,300000.0
64,62,70,19,875000.0
58,58,69,19,425000.0
62,58,75,19,525000.0
68,66,75,20,1900000.0
51,51,64,21,130000.0
53,52,68,17,190000.0
62,62,66,23,525000.0
72,70,74,25,2000000.0
53,51,59,19,130000.0
64,62,66,24,575000.0
55,55,68,20,300000.0
60,60,66,21,325000.0
52,52,73,17,230000.0
51,50,61,21,110000.0
55,53,62,20,190000.0
58,57,58,25,200000.0
62,61,62,26,375000.0
56,55,63,23,275000.0
68,66,73,21,1700000.0
62,62,74,19,900000.0
67,63,70,22,975000.0
63,62,65,24,550000.0
65,65,71,22,1100000.0
68,68,75,20,2300000.0
61,58,77,18,525000.0
54,52,77,17,250000.0
70,68,77,20,2500000.0
58,58,64,21,300000.0
55,53,69,20,230000.0
58,57,59,26,180000.0
54,53,69,20,230000.0
55,52,68,18,190000.0
67,65,67,28,725000.0
65,64,65,27,600000.0
55,52,63,19,170000.0
58,57,68,20,350000.0
55,53,65,20,230000.0
62,62,62,26,425000.0
68,66,68,25,950000.0
52,52,67,17,170000.0
63,60,62,24,325000.0
60,58,63,25,275000.0
66,64,66,25,750000.0
56,53,64,19,200000.0
54,52,65,18,190000.0
53,51,62,20,130000.0
63,63,75,18,1100000.0
68,64,74,20,1300000.0
53,53,67,19,210000.0
58,58,72,18,450000.0
60,60,65,18,325000.0
55,54,64,22,240000.0
65,65,76,22,1500000.0
72,71,75,23,2700000.0
55,55,76,17,350000.0
52,50,61,21,110000.0
58,57,74,19,400000.0
56,56,65,20,300000.0
64,64,66,26,675000.0
66,64,75,18,1200000.0
64,62,67,21,600000.0
62,60,66,24,400000.0
54,54,67,20,230000.0
57,55,69,20,300000.0
59,57,72,18,375000.0
64,62,65,27,450000.0
54,50,70,16,130000.0
66,63,77,19,1100000.0
65,65,66,27,750000.0
61,61,67,20,475000.0
57,57,68,20,300000.0
56,55,56,25,150000.0
54,52,59,18,140000.0
55,55,64,22,250000.0
61,59,78,16,550000.0
63,61,80,18,825000.0
60,60,63,26,300000.0
56,56,62,23,180000.0
55,54,69,19,240000.0
64,63,71,23,1100000.0
69,66,74,22,1900000.0
53,52,60,18,160000.0
52,52,64,18,160000.0
64,62,75,20,975000.0
65,63,66,27,550000.0
54,54,72,17,240000.0
70,68,73,26,1600000.0
57,55,72,20,325000.0
70,70,78,24,3100000.0
66,64,67,23,725000.0
57,57,69,18,375000.0
51,50,60,20,100000.0
58,58,60,26,190000.0
50,50,50,29,45000.0
58,56,69,19,350000.0
60,58,58,30,170000.0
57,55,73,19,325000.0
51,51,70,19,130000.0
50,50,68,17,100000.0
62,57,69,19,375000.0
65,63,64,27,550000.0
63,62,63,29,375000.0
61,60,65,22,375000.0
54,50,68,18,120000.0
53,53,62,18,170000.0
63,62,69,21,775000.0
54,54,74,18,275000.0
59,55,65,20,275000.0
60,58,68,18,425000.0
61,56,70,18,325000.0
65,62,70,21,900000.0
60,58,72,20,500000.0
61,61,65,24,425000.0
61,60,66,23,400000.0
58,58,58,38,25000.0
62,61,64,25,425000.0
63,60,61,26,300000.0
58,57,64,20,325000.0
54,54,54,26,120000.0
54,54,74,19,275000.0
57,57,63,22,210000.0
65,63,65,24,625000.0
63,61,63,27,350000.0
62,57,66,20,350000.0
52,50,63,20,110000.0
65,62,70,22,900000.0
61,60,65,21,375000.0
59,58,59,26,240000.0
55,55,65,21,250000.0
64,61,77,18,825000.0
54,51,61,19,130000.0
61,59,68,23,500000.0
55,54,71,17,275000.0
67,66,66,33,525000.0
52,52,67,19,170000.0
65,64,66,26,675000.0
60,58,62,23,300000.0
61,58,73,19,450000.0
66,63,66,23,650000.0
63,62,64,26,450000.0
65,64,65,28,550000.0
57,57,57,29,140000.0
59,59,70,19,425000.0
54,52,63,19,160000.0
53,51,63,17,120000.0
59,59,62,24,240000.0
52,52,63,20,150000.0
56,55,68,18,300000.0
58,54,76,17,325000.0
64,60,73,19,575000.0
58,56,73,18,350000.0
63,61,67,25,450000.0
63,60,68,21,525000.0
57,55,67,18,300000.0
68,67,71,25,1300000.0
66,65,76,21,1600000.0
53,50,65,19,110000.0
57,56,71,20,350000.0
64,63,69,22,725000.0
66,64,70,21,950000.0
58,58,67,22,400000.0
58,56,70,16,300000.0
63,60,64,25,300000.0
64,64,65,27,625000.0
64,64,64,26,550000.0
69,67,70,23,1200000.0
59,55,74,18,325000.0
65,65,67,27,650000.0
54,50,61,19,100000.0
66,63,66,25,625000.0
64,62,68,24,575000.0
67,64,65,27,600000.0
62,62,73,19,750000.0
50,50,69,17,100000.0
65,65,76,20,1400000.0
64,64,76,21,1300000.0
57,57,67,22,325000.0
67,64,73,22,1300000.0
60,57,72,20,400000.0
57,55,65,20,275000.0
60,56,76,18,400000.0
55,52,60,22,180000.0
53,52,69,18,200000.0
58,58,66,21,425000.0
61,61,61,30,325000.0
60,59,64,25,300000.0
52,50,70,16,130000.0
58,56,70,20,350000.0
67,67,73,23,1500000.0
55,53,67,19,220000.0
58,57,66,20,350000.0
61,59,68,21,500000.0
60,60,62,29,200000.0
70,66,67,27,975000.0
69,67,73,25,1400000.0
66,66,66,27,900000.0
69,69,74,25,1900000.0
65,65,71,24,925000.0
66,63,70,23,950000.0
67,66,73,23,1600000.0
62,61,63,25,400000.0
68,66,69,26,1100000.0
64,62,64,28,400000.0
57,54,63,21,240000.0
52,51,69,17,150000.0
58,58,58,31,110000.0
58,58,58,32,130000.0
61,61,61,29,300000.0
63,62,62,27,425000.0
50,48,52,22,70000.0
68,66,69,27,975000.0
69,68,68,27,1300000.0
67,65,70,25,1100000.0
66,65,65,28,725000.0
62,62,70,24,775000.0
63,60,70,20,550000.0
64,61,78,20,850000.0
55,55,66,19,240000.0
54,51,66,19,130000.0
56,56,56,23,170000.0
64,63,71,19,1000000.0
69,68,73,24,1700000.0
60,60,60,32,160000.0
62,61,61,30,275000.0
59,59,59,33,140000.0
56,53,61,23,210000.0
51,51,63,21,130000.0
54,52,63,21,180000.0
60,57,68,20,350000.0
62,58,68,21,450000.0
54,54,65,19,200000.0
57,55,65,17,250000.0
53,52,68,19,200000.0
62,62,76,19,900000.0
61,58,72,18,475000.0
61,58,61,26,275000.0
56,54,66,20,240000.0
57,57,77,17,400000.0
56,56,67,20,275000.0
62,61,71,18,650000.0
61,61,62,26,350000.0
53,51,70,18,150000.0
59,57,66,18,325000.0
58,58,65,22,350000.0
63,62,74,18,925000.0
59,59,68,20,475000.0
61,60,68,20,550000.0
54,50,67,19,120000.0
61,60,77,18,625000.0
53,51,57,24,90000.0
53,53,70,19,230000.0
64,63,71,20,1100000.0
64,62,78,16,925000.0
49,49,57,18,90000.0
50,50,59,19,100000.0
53,49,57,18,100000.0
51,50,58,18,100000.0
50,48,56,18,100000.0
51,49,57,19,100000.0
51,48,58,18,100000.0
50,48,59,18,100000.0
53,48,56,19,100000.0
55,54,72,18,250000.0
59,58,71,19,475000.0
70,67,75,22,2300000.0
69,68,83,19,2700000.0
65,63,73,22,1100000.0
53,51,59,21,130000.0
51,49,54,22,70000.0
48,48,54,21,60000.0
52,50,56,20,70000.0
51,48,54,21,70000.0
50,48,53,22,70000.0
50,48,56,22,100000.0
50,50,56,22,60000.0
57,55,62,24,240000.0
53,53,53,27,90000.0
52,48,55,21,90000.0
50,50,55,24,60000.0
50,50,56,21,60000.0
53,51,63,20,130000.0
50,50,53,25,50000.0
51,49,56,20,90000.0
52,49,56,21,90000.0
53,51,66,17,120000.0
68,63,76,18,1100000.0
59,56,76,17,375000.0
54,52,59,17,140000.0
51,51,61,20,110000.0
53,52,63,19,170000.0
52,50,58,18,90000.0
63,60,67,20,475000.0
59,58,65,21,425000.0
50,50,62,20,110000.0
51,49,67,19,110000.0
60,57,79,18,525000.0
57,52,67,19,190000.0
64,60,67,22,500000.0
54,52,55,24,100000.0
52,48,58,21,100000.0
54,49,56,21,90000.0
61,61,75,18,675000.0
52,52,52,26,80000.0
52,52,59,22,140000.0
54,53,67,19,220000.0
52,48,54,22,70000.0
52,52,62,21,160000.0
53,49,49,28,45000.0
55,55,62,22,240000.0
52,51,57,21,90000.0
58,56,67,18,300000.0
56,53,73,18,250000.0
52,52,64,22,170000.0
56,54,58,24,140000.0
61,59,63,23,325000.0
59,57,60,24,200000.0
50,47,60,18,110000.0
51,50,56,23,70000.0
49,48,57,19,100000.0
50,50,63,16,90000.0
55,54,64,19,230000.0
53,53,65,20,220000.0
50,47,63,16,120000.0
51,50,60,21,100000.0
52,50,66,17,110000.0
50,48,52,20,70000.0
51,51,66,17,120000.0
59,59,67,19,425000.0
50,48,53,20,70000.0
50,48,57,19,100000.0
60,59,63,22,300000.0
54,54,54,30,110000.0
52,50,56,22,70000.0
52,51,55,20,80000.0
54,54,63,21,230000.0
51,51,57,20,80000.0
52,52,62,19,150000.0
62,61,79,19,850000.0
50,50,68,19,110000.0
53,51,59,20,130000.0
51,49,49,27,50000.0
50,49,58,19,100000.0
50,49,64,20,110000.0
59,59,70,21,450000.0
67,66,75,21,1900000.0
52,50,70,19,130000.0
60,60,60,26,240000.0
54,53,64,19,200000.0
65,64,78,18,1400000.0
58,57,64,23,325000.0
50,48,61,20,110000.0
58,57,67,19,325000.0
57,55,65,22,275000.0
59,58,67,19,450000.0
54,52,62,21,180000.0
55,52,70,16,200000.0
49,47,63,19,120000.0
55,53,65,21,230000.0
66,66,78,18,1900000.0
56,56,57,30,110000.0
54,54,65,20,200000.0
69,67,72,25,1400000.0
63,63,67,23,650000.0
52,49,60,18,100000.0
51,51,56,19,80000.0
61,57,64,23,325000.0
59,59,75,17,550000.0
63,60,73,20,600000.0
58,56,68,21,325000.0
61,60,63,25,300000.0
57,57,75,17,350000.0
59,59,61,27,210000.0
60,60,60,25,275000.0
69,67,70,22,1400000.0
66,65,68,23,975000.0
58,57,57,30,160000.0
57,57,57,34,30000.0
65,65,67,24,850000.0
58,56,62,22,230000.0
61,60,60,30,240000.0
55,55,64,19,240000.0
65,63,74,18,1000000.0
58,58,67,19,450000.0
63,60,67,22,500000.0
54,54,63,22,230000.0
61,56,63,23,275000.0
57,53,69,17,230000.0
62,61,71,22,700000.0
57,52,70,16,200000.0
59,57,75,18,425000.0
63,61,65,25,400000.0
66,63,73,21,1100000.0
60,59,66,24,425000.0
61,60,74,18,575000.0
58,56,71,20,350000.0
55,55,72,19,300000.0
62,60,77,17,575000.0
55,50,63,17,110000.0
67,66,67,29,800000.0
69,69,77,24,2700000.0
60,59,62,24,300000.0
63,59,75,19,575000.0
66,66,71,25,1200000.0
61,58,73,18,450000.0
64,62,76,17,925000.0
55,55,56,26,130000.0
55,55,55,30,120000.0
70,69,72,23,1800000.0
61,58,68,21,450000.0
58,58,62,25,220000.0
47,47,55,22,90000.0
48,48,58,19,100000.0
64,63,73,19,1000000.0
68,66,68,27,900000.0
60,60,79,19,575000.0
49,49,60,20,90000.0
63,59,70,21,500000.0
52,50,68,16,120000.0
59,57,71,17,375000.0
62,61,71,19,700000.0
47,47,50,25,60000.0
55,55,55,27,130000.0
61,60,68,23,550000.0
57,56,63,20,275000.0
60,59,69,18,475000.0
65,64,75,22,1300000.0
64,63,81,18,1200000.0
51,49,58,19,90000.0
59,59,73,18,450000.0
55,54,62,20,240000.0
63,61,64,27,375000.0
54,52,66,20,190000.0
63,62,63,26,475000.0
58,56,64,21,325000.0
62,60,69,23,550000.0
51,51,65,18,120000.0
51,49,55,20,70000.0
71,70,76,24,2500000.0
61,59,65,20,350000.0
63,63,63,33,160000.0
67,64,67,24,800000.0
63,62,66,23,525000.0
57,56,72,19,350000.0
60,59,70,21,475000.0
66,61,75,19,775000.0
62,60,73,18,575000.0
54,51,57,22,90000.0
62,59,76,18,575000.0
61,60,66,22,400000.0
65,61,69,23,675000.0
63,63,70,24,925000.0
63,61,69,20,725000.0
58,58,58,27,220000.0
62,60,63,24,325000.0
62,58,73,18,475000.0
67,67,68,28,975000.0
69,67,78,22,2300000.0
63,62,72,22,850000.0
58,56,60,21,210000.0
55,54,63,18,220000.0
57,54,66,19,250000.0
67,64,73,21,1200000.0
62,62,64,26,375000.0
61,58,67,22,425000.0
58,55,61,21,190000.0
63,63,68,24,675000.0
57,56,58,24,190000.0
54,52,55,20,110000.0
59,57,62,22,250000.0
53,53,66,18,190000.0
57,55,77,17,400000.0
56,55,74,19,300000.0
54,52,60,19,170000.0
50,50,56,20,70000.0
54,52,59,21,160000.0
62,60,79,18,625000.0
57,55,75,18,325000.0
55,53,66,18,200000.0
66,65,66,25,850000.0
54,53,57,20,130000.0
59,58,69,20,425000.0
68,68,77,23,2600000.0
59,57,73,17,375000.0
63,61,68,25,600000.0
62,62,66,26,425000.0
75,73,84,20,6500000.0
61,59,72,16,500000.0
60,57,69,20,400000.0
67,67,74,21,2000000.0
63,62,67,24,550000.0
60,58,67,24,425000.0
59,57,63,23,240000.0
58,55,72,18,325000.0
59,58,76,19,525000.0
59,59,64,20,300000.0
57,57,57,26,180000.0
62,61,70,22,725000.0
52,49,58,21,100000.0
57,57,71,21,375000.0
57,56,74,19,375000.0
51,49,66,19,110000.0
62,61,75,19,750000.0
50,48,63,19,110000.0
51,49,63,20,110000.0
65,64,71,23,1100000.0
54,52,62,20,180000.0
55,52,61,20,170000.0
66,66,68,26,975000.0
65,62,69,23,800000.0
55,55,73,17,300000.0
71,69,72,22,1700000.0
57,55,61,21,210000.0
50,49,63,19,110000.0
52,49,61,18,110000.0
57,56,63,21,300000.0
60,56,65,22,325000.0
58,56,77,18,450000.0
56,56,69,21,300000.0
59,55,65,21,275000.0
67,66,67,25,1000000.0
60,60,61,27,250000.0
52,51,65,20,130000.0
51,51,73,18,170000.0
53,50,70,19,130000.0
68,66,71,22,1300000.0
66,63,68,24,675000.0
57,56,67,20,325000.0
64,62,71,20,875000.0
59,59,63,26,240000.0
58,56,62,24,230000.0
68,67,73,23,1500000.0
63,60,71,18,525000.0
56,56,63,22,250000.0
62,58,65,21,400000.0
56,54,72,18,250000.0
56,55,70,18,275000.0
57,55,60,22,200000.0
63,62,80,17,1000000.0
65,65,69,23,950000.0
64,63,72,20,1100000.0
55,55,63,20,275000.0
60,57,61,23,230000.0
56,56,64,20,300000.0
56,54,62,20,220000.0
62,61,68,19,600000.0
58,57,69,21,400000.0
62,61,69,20,725000.0
67,64,76,21,1400000.0
60,58,74,19,500000.0
53,51,65,19,140000.0
61,61,63,27,300000.0
66,65,77,19,1700000.0
51,50,66,18,110000.0
56,56,70,20,300000.0
62,59,68,20,475000.0
63,60,71,19,525000.0
53,48,65,19,120000.0
53,51,62,22,130000.0
49,49,66,19,120000.0
51,48,68,18,130000.0
55,55,59,27,130000.0
54,52,59,22,150000.0
67,63,71,23,1100000.0
64,62,65,25,475000.0
56,56,66,19,275000.0
55,55,68,18,250000.0
55,55,57,24,130000.0
64,61,69,21,725000.0
54,52,63,20,170000.0
58,57,66,22,375000.0
58,56,60,23,210000.0
54,53,62,21,210000.0
60,59,65,21,350000.0
60,56,73,17,350000.0
70,69,79,19,3000000.0
56,55,70,19,300000.0
53,52,62,23,170000.0
58,54,66,19,250000.0
58,55,63,19,275000.0
57,54,65,17,220000.0
57,56,63,22,275000.0
64,62,68,21,650000.0
68,67,74,22,2000000.0
71,70,71,26,1900000.0
60,57,67,19,350000.0
54,52,65,21,200000.0
69,65,73,23,1500000.0
59,56,71,19,325000.0
62,61,80,17,775000.0
59,56,79,16,450000.0
48,48,54,25,60000.0
48,48,56,22,90000.0
63,62,68,23,625000.0
64,62,67,26,525000.0
47,47,47,33,25000.0
57,56,67,21,325000.0
57,55,63,23,275000.0
58,58,66,23,450000.0
53,53,62,22,180000.0
56,55,56,24,160000.0
54,52,60,20,170000.0
54,51,68,18,150000.0
57,54,65,20,240000.0
56,55,64,20,275000.0
60,59,60,27,275000.0
49,49,65,19,110000.0
61,61,64,26,325000.0
59,58,67,22,450000.0
64,63,69,24,750000.0
59,56,63,22,300000.0
55,54,67,17,230000.0
61,58,68,22,450000.0
54,52,64,18,170000.0
61,60,74,20,575000.0
61,60,65,25,325000.0
59,56,64,21,325000.0
59,59,70,20,500000.0
67,66,69,24,1200000.0
56,52,73,18,240000.0
57,57,61,25,180000.0
49,49,58,20,90000.0
49,49,68,18,100000.0
64,63,68,22,675000.0
58,57,57,29,160000.0
62,60,68,19,525000.0
57,54,61,21,220000.0
57,55,64,19,275000.0
56,54,62,19,220000.0
58,54,66,17,240000.0
62,59,60,25,275000.0
48,48,54,19,60000.0
53,53,63,22,180000.0
62,61,70,19,700000.0
57,57,62,22,200000.0
63,63,63,34,230000.0
58,58,59,28,160000.0
64,62,63,26,475000.0
65,65,65,26,775000.0
58,58,58,37,25000.0
56,56,65,18,250000.0
67,64,70,21,925000.0
67,66,67,27,875000.0
67,65,68,23,1000000.0
65,63,65,25,600000.0
60,60,64,24,275000.0
63,63,63,25,525000.0
64,62,69,25,725000.0
54,54,54,27,120000.0
57,56,65,19,300000.0
53,51,70,16,150000.0
63,61,72,18,700000.0
56,54,71,19,275000.0
59,56,73,18,350000.0
52,48,64,18,120000.0
64,63,71,21,1100000.0
64,61,73,21,800000.0
61,57,69,20,400000.0
55,53,64,21,210000.0
55,53,63,21,210000.0
53,51,64,20,130000.0
68,65,68,24,975000.0
65,64,68,24,775000.0
68,67,79,18,2400000.0
56,52,71,16,200000.0
62,57,73,18,425000.0
65,65,72,22,1200000.0
68,65,69,23,950000.0
62,62,62,25,450000.0
67,64,66,25,750000.0
67,67,69,29,850000.0
59,57,83,16,625000.0
55,55,72,17,300000.0
55,53,72,16,240000.0
54,51,69,17,150000.0
67,66,72,24,1400000.0
62,60,64,24,350000.0
66,62,78,18,1000000.0
54,54,71,19,250000.0
58,57,64,24,300000.0
59,55,63,21,275000.0
53,51,64,21,140000.0
56,55,64,22,275000.0
66,65,67,26,800000.0
58,58,60,28,170000.0
69,68,74,23,1800000.0
62,61,61,35,90000.0
64,63,64,28,450000.0
68,66,67,25,1000000.0
59,58,65,22,425000.0
62,62,62,35,45000.0
63,63,64,24,550000.0
54,54,69,17,210000.0
57,55,58,25,170000.0
66,64,75,19,1200000.0
64,61,74,18,750000.0
62,62,72,21,850000.0
60,59,71,22,550000.0
65,64,76,22,1400000.0
68,67,68,28,975000.0
60,60,73,19,550000.0
57,54,68,20,250000.0
61,59,67,18,475000.0
54,54,64,22,210000.0
56,55,61,24,200000.0
63,63,69,22,725000.0
67,67,72,21,1500000.0
65,65,72,24,1200000.0
69,67,67,29,1000000.0
75,73,77,25,4300000.0
56,55,72,19,325000.0
63,61,81,18,900000.0
63,63,64,25,575000.0
60,59,68,19,475000.0
57,55,62,21,250000.0
56,53,68,20,220000.0
49,49,62,20,100000.0
59,58,77,18,525000.0
67,67,67,38,110000.0
67,64,73,20,1300000.0
66,66,66,37,90000.0
63,60,68,22,550000.0
